,Binomial,Category,Common name,Family,Notes,Order,colour,common_name_in_url,size,url,"('nsw', 'vic', 'tas', 'act', 'sa', 'wa', 'nt', 'qld')",nsw,vic,tas,act,sa,wa,nt,qld,min_weight,max_weight,min_length,max_length,images_url,voice_url,Description,Sourcescolour
708,Coracina novaehollandiae,Cuckooshrikes and trillers,Black-faced cuckooshrike,Campephagidae,,Passeriformes,,Black-faced_cuckooshrike,,https://en.wikipedia.org/wiki/Black-faced_cuckooshrike,,,,,,,,,,,,,,,,,
709,Coracina papuensis,Cuckooshrikes and trillers,White-bellied cuckooshrike,Campephagidae,,Passeriformes,,White-bellied_cuckooshrike,,https://en.wikipedia.org/wiki/White-bellied_cuckooshrike,,,,,,,,,,,,,,,,,
710,Coracina lineata,Cuckooshrikes and trillers,Barred cuckooshrike,Campephagidae,,Passeriformes,,Barred_cuckooshrike,,https://en.wikipedia.org/wiki/Barred_cuckooshrike,,,,,,,,,,,,,,,,,
711,Coracina tenuirostris,Cuckooshrikes and trillers,Cicadabird,Campephagidae,,Passeriformes,,Cicadabird,,https://en.wikipedia.org/wiki/Cicadabird,,,,,,,,,,,,,,,,,
712,Lalage sueurii,Cuckooshrikes and trillers,White-winged triller,Campephagidae,,Passeriformes,,White-winged_triller,,https://en.wikipedia.org/wiki/White-winged_triller,,,,,,,,,,,,,,,,,
713,Lalage leucomela,Cuckooshrikes and trillers,Varied triller,Campephagidae,,Passeriformes,,Varied_triller,,https://en.wikipedia.org/wiki/Varied_triller,,,,,,,,,,,,,,,,,
714,Lalage leucopyga,Cuckooshrikes and trillers,Long-tailed triller,Campephagidae,"extinct, Norfolk Island",Passeriformes,,Long-tailed_triller,,https://en.wikipedia.org/wiki/Long-tailed_triller,,,,,,,,,,,,,,,,,
715,Falcunculus frontatus,Whistlers and allies,Crested shriketit,Pachycephalidae,,Passeriformes,,Crested_shriketit,,https://en.wikipedia.org/wiki/Crested_shriketit,,,,,,,,,,,,,,,,,
716,Pachycephala olivacea,Whistlers and allies,Olive whistler,Pachycephalidae,,Passeriformes,,Olive_whistler,,https://en.wikipedia.org/wiki/Olive_whistler,,,,,,,,,,,,,,,,,
717,Pachycephala rufogularis,Whistlers and allies,Red-lored whistler,Pachycephalidae,,Passeriformes,,Red-lored_whistler,,https://en.wikipedia.org/wiki/Red-lored_whistler,,,,,,,,,,,,,,,,,
718,Pachycephala inornata,Whistlers and allies,Gilbert's whistler,Pachycephalidae,,Passeriformes,,Gilbert's_whistler,,https://en.wikipedia.org/wiki/Gilbert's_whistler,,,,,,,,,,,,,,,,,
719,Pachycephala pectoralis,Whistlers and allies,Australian golden whistler,Pachycephalidae,,Passeriformes,,Australian_golden_whistler,,https://en.wikipedia.org/wiki/Australian_golden_whistler,,,,,,,,,,,,,,,,,
720,Pachycephala melanura,Whistlers and allies,Mangrove golden whistler,Pachycephalidae,,Passeriformes,,Mangrove_golden_whistler,,https://en.wikipedia.org/wiki/Mangrove_golden_whistler,,,,,,,,,,,,,,,,,
721,Pachycephala occidentalis,Whistlers and allies,Western whistler,Pachycephalidae,,Passeriformes,,Western_whistler,,https://en.wikipedia.org/wiki/Western_whistler,,,,,,,,,,,,,,,,,
722,Pachycephala simplex,Whistlers and allies,Grey whistler,Pachycephalidae,,Passeriformes,,Grey_whistler,,https://en.wikipedia.org/wiki/Grey_whistler,,,,,,,,,,,,,,,,,
723,Pachycephala rufiventris,Whistlers and allies,Rufous whistler,Pachycephalidae,,Passeriformes,,Rufous_whistler,,https://en.wikipedia.org/wiki/Rufous_whistler,,,,,,,,,,,,,,,,,
724,Pachycephala lanioides,Whistlers and allies,White-breasted whistler,Pachycephalidae,,Passeriformes,,White-breasted_whistler,,https://en.wikipedia.org/wiki/White-breasted_whistler,,,,,,,,,,,,,,,,,
725,Colluricincla megarhyncha,Whistlers and allies,Little shrikethrush,Pachycephalidae,,Passeriformes,,Little_shrikethrush,,https://en.wikipedia.org/wiki/Little_shrikethrush,,,,,,,,,,,,,,,,,
726,Colluricincla boweri,Whistlers and allies,Bower's shrikethrush,Pachycephalidae,,Passeriformes,,Bower's_shrikethrush,,https://en.wikipedia.org/wiki/Bower's_shrikethrush,,,,,,,,,,,,,,,,,
727,Colluricincla woodwardi,Whistlers and allies,Sandstone shrikethrush,Pachycephalidae,,Passeriformes,,Sandstone_shrikethrush,,https://en.wikipedia.org/wiki/Sandstone_shrikethrush,,,,,,,,,,,,,,,,,
728,Colluricincla harmonica,Whistlers and allies,Grey shrikethrush,Pachycephalidae,,Passeriformes,,Grey_shrikethrush,,https://en.wikipedia.org/wiki/Grey_shrikethrush,,,,,,,,,,,,,,,,,
729,Oreoica gutturalis,Oreoicids,Crested bellbird,Oreoicidae,,Passeriformes,,Crested_bellbird,,https://en.wikipedia.org/wiki/Crested_bellbird,,,,,,,,,,,,,,,,,
730,Sphecotheres vieilloti,Figbird and orioles,Australasian figbird,Oriolidae,,Passeriformes,,Australasian_figbird,,https://en.wikipedia.org/wiki/Australasian_figbird,,,,,,,,,,,,,,,,,
731,Oriolus flavocinctus,Figbird and orioles,Yellow oriole,Oriolidae,,Passeriformes,,Yellow_oriole,,https://en.wikipedia.org/wiki/Yellow_oriole,,,,,,,,,,,,,,,,,
732,Oriolus sagittatus,Figbird and orioles,Olive-backed oriole,Oriolidae,,Passeriformes,,Olive-backed_oriole,,https://en.wikipedia.org/wiki/Olive-backed_oriole,,,,,,,,,,,,,,,,,
733,Artamus leucorynchus,"Currawongs, woodswallows, butcherbirds and allies",White-breasted woodswallow,Artamidae,,Passeriformes,,White-breasted_woodswallow,,https://en.wikipedia.org/wiki/White-breasted_woodswallow,,,,,,,,,,,,,,,,,
734,Artamus personatus,"Currawongs, woodswallows, butcherbirds and allies",Masked woodswallow,Artamidae,,Passeriformes,,Masked_woodswallow,,https://en.wikipedia.org/wiki/Masked_woodswallow,,,,,,,,,,,,,,,,,
735,Artamus superciliosus,"Currawongs, woodswallows, butcherbirds and allies",White-browed woodswallow,Artamidae,,Passeriformes,,White-browed_woodswallow,,https://en.wikipedia.org/wiki/White-browed_woodswallow,,,,,,,,,,,,,,,,,
736,Artamus cinereus,"Currawongs, woodswallows, butcherbirds and allies",Black-faced woodswallow,Artamidae,,Passeriformes,,Black-faced_woodswallow,,https://en.wikipedia.org/wiki/Black-faced_woodswallow,,,,,,,,,,,,,,,,,
737,Artamus cyanopterus,"Currawongs, woodswallows, butcherbirds and allies",Dusky woodswallow,Artamidae,,Passeriformes,,Dusky_woodswallow,,https://en.wikipedia.org/wiki/Dusky_woodswallow,,,,,,,,,,,,,,,,,
738,Artamus minor,"Currawongs, woodswallows, butcherbirds and allies",Little woodswallow,Artamidae,,Passeriformes,,Little_woodswallow,,https://en.wikipedia.org/wiki/Little_woodswallow,,,,,,,,,,,,,,,,,
739,Cracticus quoyi,"Currawongs, woodswallows, butcherbirds and allies",Black butcherbird,Artamidae,,Passeriformes,,Black_butcherbird,,https://en.wikipedia.org/wiki/Black_butcherbird,,,,,,,,,,,,,,,,,
740,Cracticus torquatus,"Currawongs, woodswallows, butcherbirds and allies",Grey butcherbird,Artamidae,,Passeriformes,,Grey_butcherbird,,https://en.wikipedia.org/wiki/Grey_butcherbird,,,,,,,,,,,,,,,,,
741,Cracticus argenteus,"Currawongs, woodswallows, butcherbirds and allies",Silver-backed butcherbird,Artamidae,,Passeriformes,,Silver-backed_butcherbird,,https://en.wikipedia.org/wiki/Silver-backed_butcherbird,,,,,,,,,,,,,,,,,
742,Cracticus mentalis,"Currawongs, woodswallows, butcherbirds and allies",Black-backed butcherbird,Artamidae,,Passeriformes,,Black-backed_butcherbird,,https://en.wikipedia.org/wiki/Black-backed_butcherbird,,,,,,,,,,,,,,,,,
743,Cracticus nigrogularis,"Currawongs, woodswallows, butcherbirds and allies",Pied butcherbird,Artamidae,,Passeriformes,,Pied_butcherbird,,https://en.wikipedia.org/wiki/Pied_butcherbird,,,,,,,,,,,,,,,,,
747,Strepera versicolor,"Currawongs, woodswallows, butcherbirds and allies",Grey currawong,Artamidae,,Passeriformes,,Grey_currawong,,https://en.wikipedia.org/wiki/Grey_currawong,,,,,,,,,,,,,,,,,
749,Rhipidura rufifrons,Fantails,Rufous fantail,Rhipiduridae,,Passeriformes,,Rufous_fantail,,https://en.wikipedia.org/wiki/Rufous_fantail,,,,,,,,,,,,,,,,,
750,Rhipidura dryas,Fantails,Arafura fantail,Rhipiduridae,,Passeriformes,,Arafura_fantail,,https://en.wikipedia.org/wiki/Arafura_fantail,,,,,,,,,,,,,,,,,
752,Rhipidura albiscapa,Fantails,Grey fantail,Rhipiduridae,,Passeriformes,,Grey_fantail,,https://en.wikipedia.org/wiki/Grey_fantail,,,,,,,,,,,,,,,,,
753,Rhipidura phasiana,Fantails,Mangrove grey fantail,Rhipiduridae,,Passeriformes,,Mangrove_grey_fantail,,https://en.wikipedia.org/wiki/Mangrove_grey_fantail,,,,,,,,,,,,,,,,,
754,Rhipidura rufiventris,Fantails,Northern fantail,Rhipiduridae,,Passeriformes,,Northern_fantail,,https://en.wikipedia.org/wiki/Northern_fantail,,,,,,,,,,,,,,,,,
757,Lanius tigrinus,Shrikes,Tiger shrike,Laniidae,vagrant,Passeriformes,,Tiger_shrike,,https://en.wikipedia.org/wiki/Tiger_shrike,,,,,,,,,,,,,,,,,
759,Corvus tasmanicus,"Magpie, crows and ravens",Forest raven,Corvidae,,Passeriformes,,Forest_raven,,https://en.wikipedia.org/wiki/Forest_raven,,,,,,,,,,,,,,,,,
760,Corvus mellori,"Magpie, crows and ravens",Little raven,Corvidae,,Passeriformes,,Little_raven,,https://en.wikipedia.org/wiki/Little_raven,,,,,,,,,,,,,,,,,
761,Corvus bennetti,"Magpie, crows and ravens",Little crow,Corvidae,,Passeriformes,,Little_crow,,https://en.wikipedia.org/wiki/Little_crow,,,,,,,,,,,,,,,,,
762,Corvus orru,"Magpie, crows and ravens",Torresian crow,Corvidae,,Passeriformes,,Torresian_crow,,https://en.wikipedia.org/wiki/Torresian_crow,,,,,,,,,,,,,,,,,
764,Myiagra ruficollis,Monarch flycatchers,Broad-billed flycatcher,Monarchidae,,Passeriformes,,Broad-billed_flycatcher,,https://en.wikipedia.org/wiki/Broad-billed_flycatcher,,,,,,,,,,,,,,,,,
765,Myiagra rubecula,Monarch flycatchers,Leaden flycatcher,Monarchidae,,Passeriformes,,Leaden_flycatcher,,https://en.wikipedia.org/wiki/Leaden_flycatcher,,,,,,,,,,,,,,,,,
766,Myiagra cyanoleuca,Monarch flycatchers,Satin flycatcher,Monarchidae,,Passeriformes,,Satin_flycatcher,,https://en.wikipedia.org/wiki/Satin_flycatcher,,,,,,,,,,,,,,,,,
767,Myiagra alecto,Monarch flycatchers,Shining flycatcher,Monarchidae,,Passeriformes,,Shining_flycatcher,,https://en.wikipedia.org/wiki/Shining_flycatcher,,,,,,,,,,,,,,,,,
768,Myiagra inquieta,Monarch flycatchers,Restless flycatcher,Monarchidae,,Passeriformes,,Restless_flycatcher,,https://en.wikipedia.org/wiki/Restless_flycatcher,,,,,,,,,,,,,,,,,
769,Carterornis leucotis,Monarch flycatchers,White-eared monarch,Monarchidae,,Passeriformes,,White-eared_monarch,,https://en.wikipedia.org/wiki/White-eared_monarch,,,,,,,,,,,,,,,,,
770,Monarcha melanopsis,Monarch flycatchers,Black-faced monarch,Monarchidae,,Passeriformes,,Black-faced_monarch,,https://en.wikipedia.org/wiki/Black-faced_monarch,,,,,,,,,,,,,,,,,
771,Monarcha frater,Monarch flycatchers,Black-winged monarch,Monarchidae,,Passeriformes,,Black-winged_monarch,,https://en.wikipedia.org/wiki/Black-winged_monarch,,,,,,,,,,,,,,,,,
772,Monarcha cinerascens,Monarch flycatchers,Island monarch,Monarchidae,"vagrant, Ashmore Reef",Passeriformes,,Island_monarch,,https://en.wikipedia.org/wiki/Island_monarch,,,,,,,,,,,,,,,,,
773,Symposiachrus trivirgatus,Monarch flycatchers,Spectacled monarch,Monarchidae,,Passeriformes,,Spectacled_monarch,,https://en.wikipedia.org/wiki/Spectacled_monarch,,,,,,,,,,,,,,,,,
775,Arses telescophthalmus,Monarch flycatchers,Frilled monarch,Monarchidae,,Passeriformes,,Frilled_monarch,,https://en.wikipedia.org/wiki/Frilled_monarch,,,,,,,,,,,,,,,,,
776,Arses kaupi,Monarch flycatchers,Pied monarch,Monarchidae,,Passeriformes,,Pied_monarch,,https://en.wikipedia.org/wiki/Pied_monarch,,,,,,,,,,,,,,,,,
777,Machaerirhynchus flaviventer,Monarch flycatchers,Yellow-breasted boatbill,Monarchidae,,Passeriformes,,Yellow-breasted_boatbill,,https://en.wikipedia.org/wiki/Yellow-breasted_boatbill,,,,,,,,,,,,,,,,,
778,Corcorax melanorhamphos,Chough and apostlebird,White-winged chough,Corcoracidae,,Passeriformes,,White-winged_chough,,https://en.wikipedia.org/wiki/White-winged_chough,,,,,,,,,,,,,,,,,
780,Phonygammus keraudrenii,Birds of paradise and riflebirds,Trumpet manucode,Paradisaeidae,,Passeriformes,,Trumpet_manucode,,https://en.wikipedia.org/wiki/Trumpet_manucode,,,,,,,,,,,,,,,,,
781,Ptiloris paradiseus,Birds of paradise and riflebirds,Paradise riflebird,Paradisaeidae,,Passeriformes,,Paradise_riflebird,,https://en.wikipedia.org/wiki/Paradise_riflebird,,,,,,,,,,,,,,,,,
782,Ptiloris victoriae,Birds of paradise and riflebirds,Victoria's riflebird,Paradisaeidae,,Passeriformes,,Victoria's_riflebird,,https://en.wikipedia.org/wiki/Victoria's_riflebird,,,,,,,,,,,,,,,,,
783,Ptiloris magnificus,Birds of paradise and riflebirds,Magnificent riflebird,Paradisaeidae,,Passeriformes,,Magnificent_riflebird,,https://en.wikipedia.org/wiki/Magnificent_riflebird,,,,,,,,,,,,,,,,,
784,Microeca fascinans,Australasian robins,Jacky winter,Petroicidae,,Passeriformes,,Jacky_winter,,https://en.wikipedia.org/wiki/Jacky_winter,,,,,,,,,,,,,,,,,
785,Microeca flavigaster,Australasian robins,Lemon-bellied flycatcher,Petroicidae,,Passeriformes,,Lemon-bellied_flycatcher,,https://en.wikipedia.org/wiki/Lemon-bellied_flycatcher,,,,,,,,,,,,,,,,,
786,Microeca griseoceps,Australasian robins,Yellow-legged flycatcher,Petroicidae,,Passeriformes,,Yellow-legged_flycatcher,,https://en.wikipedia.org/wiki/Yellow-legged_flycatcher,,,,,,,,,,,,,,,,,
787,Petroica multicolor,Australasian robins,Norfolk robin,Petroicidae,,Passeriformes,,Norfolk_robin,,https://en.wikipedia.org/wiki/Norfolk_robin,,,,,,,,,,,,,,,,,
788,Petroica boodang,Australasian robins,Scarlet robin,Petroicidae,,Passeriformes,,Scarlet_robin,,https://en.wikipedia.org/wiki/Scarlet_robin,,,,,,,,,,,,,,,,,
789,Petroica goodenovii,Australasian robins,Red-capped robin,Petroicidae,,Passeriformes,,Red-capped_robin,,https://en.wikipedia.org/wiki/Red-capped_robin,,,,,,,,,,,,,,,,,
790,Petroica phoenicea,Australasian robins,Flame robin,Petroicidae,,Passeriformes,,Flame_robin,,https://en.wikipedia.org/wiki/Flame_robin,,,,,,,,,,,,,,,,,
791,Petroica rosea,Australasian robins,Rose robin,Petroicidae,,Passeriformes,,Rose_robin,,https://en.wikipedia.org/wiki/Rose_robin,,,,,,,,,,,,,,,,,
792,Petroica rodinogaster,Australasian robins,Pink robin,Petroicidae,,Passeriformes,,Pink_robin,,https://en.wikipedia.org/wiki/Pink_robin,,,,,,,,,,,,,,,,,
793,Melanodryas cucullata,Australasian robins,Hooded robin,Petroicidae,,Passeriformes,,Hooded_robin,,https://en.wikipedia.org/wiki/Hooded_robin,,,,,,,,,,,,,,,,,
794,Melanodryas vittata,Australasian robins,Dusky robin,Petroicidae,,Passeriformes,,Dusky_robin,,https://en.wikipedia.org/wiki/Dusky_robin,,,,,,,,,,,,,,,,,
795,Tregellasia capito,Australasian robins,Pale-yellow robin,Petroicidae,,Passeriformes,,Pale-yellow_robin,,https://en.wikipedia.org/wiki/Pale-yellow_robin,,,,,,,,,,,,,,,,,
796,Tregellasia leucops,Australasian robins,White-faced robin,Petroicidae,,Passeriformes,,White-faced_robin,,https://en.wikipedia.org/wiki/White-faced_robin,,,,,,,,,,,,,,,,,
797,Eopsaltria australis,Australasian robins,Eastern yellow robin,Petroicidae,,Passeriformes,,Eastern_yellow_robin,,https://en.wikipedia.org/wiki/Eastern_yellow_robin,,,,,,,,,,,,,,,,,
798,Eopsaltria griseogularis,Australasian robins,Western yellow robin,Petroicidae,,Passeriformes,,Western_yellow_robin,,https://en.wikipedia.org/wiki/Western_yellow_robin,,,,,,,,,,,,,,,,,
799,Eopsaltria georgiana,Australasian robins,White-breasted robin,Petroicidae,,Passeriformes,,White-breasted_robin,,https://en.wikipedia.org/wiki/White-breasted_robin,,,,,,,,,,,,,,,,,
800,Peneonanthe pulverulenta,Australasian robins,Mangrove robin,Petroicidae,,Passeriformes,,Mangrove_robin,,https://en.wikipedia.org/wiki/Mangrove_robin,,,,,,,,,,,,,,,,,
801,Heteromyias cinereifrons,Australasian robins,Grey-headed robin,Petroicidae,,Passeriformes,,Grey-headed_robin,,https://en.wikipedia.org/wiki/Grey-headed_robin,,,,,,,,,,,,,,,,,
802,Poecilodryas superciliosa,Australasian robins,White-browed robin,Petroicidae,,Passeriformes,,White-browed_robin,,https://en.wikipedia.org/wiki/White-browed_robin,,,,,,,,,,,,,,,,,
803,Poecilodryas cerviniventris,Australasian robins,Buff-sided robin,Petroicidae,,Passeriformes,,Buff-sided_robin,,https://en.wikipedia.org/wiki/Buff-sided_robin,,,,,,,,,,,,,,,,,
804,Drymodes superciliaris,Australasian robins,Northern scrub robin,Petroicidae,,Passeriformes,,Northern_scrub_robin,,https://en.wikipedia.org/wiki/Northern_scrub_robin,,,,,,,,,,,,,,,,,
805,Drymodes brunneopygia,Australasian robins,Southern scrub robin,Petroicidae,,Passeriformes,,Southern_scrub_robin,,https://en.wikipedia.org/wiki/Southern_scrub_robin,,,,,,,,,,,,,,,,,
806,Mirafra javanica,Larks,Horsfield's bushlark,Alaudidae,,Passeriformes,,Horsfield's_bushlark,,https://en.wikipedia.org/wiki/Horsfield's_bushlark,,,,,,,,,,,,,,,,,
807,Alauda arvensis,Larks,Eurasian skylark,Alaudidae,introduced,Passeriformes,,Eurasian_skylark,,https://en.wikipedia.org/wiki/Eurasian_skylark,,,,,,,,,,,,,,,,,
809,Cisticola exilis,Cisticolas and allies,Golden-headed cisticola,Cisticolidae,,Passeriformes,,Golden-headed_cisticola,,https://en.wikipedia.org/wiki/Golden-headed_cisticola,,,,,,,,,,,,,,,,,
810,Acrocephalus australis,Reed warblers,Australian reed warbler,Acrocephalidae,,Passeriformes,,Australian_reed_warbler,,https://en.wikipedia.org/wiki/Australian_reed_warbler,,,,,,,,,,,,,,,,,
811,Acrocephalus orientalis,Reed warblers,Oriental reed warbler,Acrocephalidae,vagrant,Passeriformes,,Oriental_reed_warbler,,https://en.wikipedia.org/wiki/Oriental_reed_warbler,,,,,,,,,,,,,,,,,
812,Megalurus timoriensis,"Grassbirds, songlarks and allies",Tawny grassbird,Megaluridae,,Passeriformes,,Tawny_grassbird,,https://en.wikipedia.org/wiki/Tawny_grassbird,,,,,,,,,,,,,,,,,
813,Megalurus gramineus,"Grassbirds, songlarks and allies",Little grassbird,Megaluridae,,Passeriformes,,Little_grassbird,,https://en.wikipedia.org/wiki/Little_grassbird,,,,,,,,,,,,,,,,,
814,Megalurus mathewsi,"Grassbirds, songlarks and allies",Rufous songlark,Megaluridae,,Passeriformes,,Rufous_songlark,,https://en.wikipedia.org/wiki/Rufous_songlark,,,,,,,,,,,,,,,,,
815,Megalurus cruralis,"Grassbirds, songlarks and allies",Brown songlark,Megaluridae,,Passeriformes,,Brown_songlark,,https://en.wikipedia.org/wiki/Brown_songlark,,,,,,,,,,,,,,,,,
816,Megalurus carteri,"Grassbirds, songlarks and allies",Spinifexbird,Megaluridae,,Passeriformes,,Spinifexbird,,https://en.wikipedia.org/wiki/Spinifexbird,,,,,,,,,,,,,,,,,
817,Zosterops natalis,White-eyes,Christmas Island white-eye,Zosteropidae,Christmas Island,Passeriformes,,Christmas_Island_white-eye,,https://en.wikipedia.org/wiki/Christmas_Island_white-eye,,,,,,,,,,,,,,,,,
818,Zosterops citrinella,White-eyes,Pale white-eye,Zosteropidae,,Passeriformes,,Pale_white-eye,,https://en.wikipedia.org/wiki/Pale_white-eye,,,,,,,,,,,,,,,,,
819,Zosterops luteus,White-eyes,Yellow white-eye,Zosteropidae,,Passeriformes,,Yellow_white-eye,,https://en.wikipedia.org/wiki/Yellow_white-eye,,,,,,,,,,,,,,,,,
820,Zosterops lateralis,White-eyes,Silvereye,Zosteropidae,,Passeriformes,,Silvereye,,https://en.wikipedia.org/wiki/Silvereye,,,,,,,,,,,,,,,,,
821,Zosterops strenuus,White-eyes,Robust white-eye,Zosteropidae,"Lord Howe Island, extinct",Passeriformes,,Robust_white-eye,,https://en.wikipedia.org/wiki/Robust_white-eye,,,,,,,,,,,,,,,,,
822,Zosterops tenuirostris,White-eyes,Slender-billed white-eye,Zosteropidae,Norfolk Island,Passeriformes,,Slender-billed_white-eye,,https://en.wikipedia.org/wiki/Slender-billed_white-eye,,,,,,,,,,,,,,,,,
823,Zosterops albogularis,White-eyes,White-chested white-eye,Zosteropidae,"Norfolk Island, possibly extinct",Passeriformes,,White-chested_white-eye,,https://en.wikipedia.org/wiki/White-chested_white-eye,,,,,,,,,,,,,,,,,
824,Locustella ochotensis,Old World warblers,Middendorff's grasshopper warbler,Sylviidae,vagrant - Ashmore Reef,Passeriformes,,Middendorff's_grasshopper_warbler,,https://en.wikipedia.org/wiki/Middendorff's_grasshopper_warbler,,,,,,,,,,,,,,,,,
825,Locustella certhiola,Old World warblers,Pallas's grasshopper warbler,Sylviidae,vagrant - Christmas Island,Passeriformes,,Pallas's_grasshopper_warbler,,https://en.wikipedia.org/wiki/Pallas's_grasshopper_warbler,,,,,,,,,,,,,,,,,
827,Phylloscopus fuscatus,Leaf-warblers,Dusky warbler,Phylloscopidae,vagrant,Passeriformes,,Dusky_warbler,,https://en.wikipedia.org/wiki/Dusky_warbler,,,,,,,,,,,,,,,,,
828,Cheramoeca leucosternus,Swallows,White-backed swallow,Hirundinidae,,Passeriformes,,White-backed_swallow,,https://en.wikipedia.org/wiki/White-backed_swallow,,,,,,,,,,,,,,,,,
830,Hirundo neoxena,Swallows,Welcome swallow,Hirundinidae,,Passeriformes,,Welcome_swallow,,https://en.wikipedia.org/wiki/Welcome_swallow,,,,,,,,,,,,,,,,,
831,Petrochelidon ariel,Swallows,Fairy martin,Hirundinidae,,Passeriformes,,Fairy_martin,,https://en.wikipedia.org/wiki/Fairy_martin,,,,,,,,,,,,,,,,,
832,Petrochelidon nigricans,Swallows,Tree martin,Hirundinidae,,Passeriformes,,Tree_martin,,https://en.wikipedia.org/wiki/Tree_martin,,,,,,,,,,,,,,,,,
834,Delichon dasypus,Swallows,Asian house martin,Hirundinidae,"vagrant, Christmas Island",Passeriformes,,Asian_house_martin,,https://en.wikipedia.org/wiki/Asian_house_martin,,,,,,,,,,,,,,,,,
837,Oenanthe isabellina,Old World flycatchers,Isabelline wheatear,Muscicapidae,vagrant,Passeriformes,,Isabelline_wheatear,,https://en.wikipedia.org/wiki/Isabelline_wheatear,,,,,,,,,,,,,,,,,
839,Cyanoptila cyanomelana,Old World flycatchers,Blue-and-white flycatcher,Muscicapidae,vagrant,Passeriformes,,Blue-and-white_flycatcher,,https://en.wikipedia.org/wiki/Blue-and-white_flycatcher,,,,,,,,,,,,,,,,,
840,Muscicapa sibirica,Old World flycatchers,Dark-sided flycatcher,Muscicapidae,vagrant,Passeriformes,,Dark-sided_flycatcher,,https://en.wikipedia.org/wiki/Dark-sided_flycatcher,,,,,,,,,,,,,,,,,
841,Muscicapa dauurica,Old World flycatchers,Asian brown flycatcher,Muscicapidae,vagrant,Passeriformes,,Asian_brown_flycatcher,,https://en.wikipedia.org/wiki/Asian_brown_flycatcher,,,,,,,,,,,,,,,,,
843,Zoothera heinei,Thrushes and allies,Russet-tailed thrush,Turdidae,,Passeriformes,,Russet-tailed_thrush,,https://en.wikipedia.org/wiki/Russet-tailed_thrush,,,,,,,,,,,,,,,,,
844,Turdus merula,Thrushes and allies,Blackbird,Turdidae,introduced,Passeriformes,,Blackbird,,https://en.wikipedia.org/wiki/Blackbird,,,,,,,,,,,,,,,,,
845,Turdus poliocephalus,Thrushes and allies,Island thrush,Turdidae,Christmas Island,Passeriformes,,Island_thrush,,https://en.wikipedia.org/wiki/Island_thrush,,,,,,,,,,,,,,,,,
846,Turdus philomelos,Thrushes and allies,Song thrush,Turdidae,introduced,Passeriformes,,Song_thrush,,https://en.wikipedia.org/wiki/Song_thrush,,,,,,,,,,,,,,,,,
847,Aplonis cantoroides,Starlings,Singing starling,Sturnidae,Torres Strait,Passeriformes,,Singing_starling,,https://en.wikipedia.org/wiki/Singing_starling,,,,,,,,,,,,,,,,,
848,Aplonis fusca,Starlings,Tasman starling,Sturnidae,"extinct, Lord Howe Island, Norfolk Island",Passeriformes,,Tasman_starling,,https://en.wikipedia.org/wiki/Tasman_starling,,,,,,,,,,,,,,,,,
849,Aplonis metallica,Starlings,Metallic starling,Sturnidae,,Passeriformes,,Metallic_starling,,https://en.wikipedia.org/wiki/Metallic_starling,,,,,,,,,,,,,,,,,
851,Agropsar sturninus,Starlings,Daurian starling,Sturnidae,"vagrant, Christmas Island",Passeriformes,,Daurian_starling,,https://en.wikipedia.org/wiki/Daurian_starling,,,,,,,,,,,,,,,,,
854,Dicaeum geelvinkianum,Flowerpeckers,Red-capped flowerpecker,Dicaeidae,Torres Strait,Passeriformes,,Red-capped_flowerpecker,,https://en.wikipedia.org/wiki/Red-capped_flowerpecker,,,,,,,,,,,,,,,,,
855,Dicaeum hirundinaceum,Flowerpeckers,Mistletoebird,Dicaeidae,,Passeriformes,,Mistletoebird,,https://en.wikipedia.org/wiki/Mistletoebird,,,,,,,,,,,,,,,,,
856,Nectarinia jugularis,Sunbirds and spiderhunters,Olive-backed sunbird,Nectariniidae,,Passeriformes,,Olive-backed_sunbird,,https://en.wikipedia.org/wiki/Olive-backed_sunbird,,,,,,,,,,,,,,,,,
857,Taeniopygia guttata,"Australasian finches, firetails and waxbills",Zebra finch,Estrildidae,,Passeriformes,,Zebra_finch,,https://en.wikipedia.org/wiki/Zebra_finch,,,,,,,,,,,,,,,,,
859,Poephila acuticauda,"Australasian finches, firetails and waxbills",Long-tailed finch,Estrildidae,,Passeriformes,,Long-tailed_finch,,https://en.wikipedia.org/wiki/Long-tailed_finch,,,,,,,,,,,,,,,,,
860,Poephila cincta,"Australasian finches, firetails and waxbills",Black-throated finch,Estrildidae,,Passeriformes,,Black-throated_finch,,https://en.wikipedia.org/wiki/Black-throated_finch,,,,,,,,,,,,,,,,,
861,Poephila personata,"Australasian finches, firetails and waxbills",Masked finch,Estrildidae,,Passeriformes,,Masked_finch,,https://en.wikipedia.org/wiki/Masked_finch,,,,,,,,,,,,,,,,,
862,Neochmia phaeton,"Australasian finches, firetails and waxbills",Crimson finch,Estrildidae,,Passeriformes,,Crimson_finch,,https://en.wikipedia.org/wiki/Crimson_finch,,,,,,,,,,,,,,,,,
863,Neochmia ruficauda,"Australasian finches, firetails and waxbills",Star finch,Estrildidae,,Passeriformes,,Star_finch,,https://en.wikipedia.org/wiki/Star_finch,,,,,,,,,,,,,,,,,
864,Neochmia modesta,"Australasian finches, firetails and waxbills",Plum-headed finch,Estrildidae,,Passeriformes,,Plum-headed_finch,,https://en.wikipedia.org/wiki/Plum-headed_finch,,,,,,,,,,,,,,,,,
